"status","copyright","num_results","last_modified","results__list_name","results__list_name_encoded","results__bestsellers_date","results__published_date","results__published_date_description","results__next_published_date","results__previous_published_date","results__display_name","results__normal_list_ends_at","results__updated","results__books__rank","results__books__rank_last_week","results__books__weeks_on_list","results__books__asterisk","results__books__dagger","results__books__primary_isbn10","results__books__primary_isbn13","results__books__publisher","results__books__description","results__books__price","results__books__title","results__books__author","results__books__contributor","results__books__contributor_note","results__books__book_image","results__books__book_image_width","results__books__book_image_height","results__books__amazon_product_url","results__books__age_group","results__books__book_review_link","results__books__first_chapter_link","results__books__sunday_review_link","results__books__article_chapter_link","results__books__isbns__isbn10","results__books__isbns__isbn13","results__books__buy_links__name","results__books__buy_links__url","results__books__book_uri"
"","","","","","","","","","","","","","","8","0","6","0","0","0393356310","9780393356311","Norton"," A look at an expanding low-cost labor pool, which largely consists of transient older adults, and what this might portend.","0.00","NOMADLAND","Jessica Bruder","by Jessica Bruder","","https://storage.googleapis.com/du-prd/books/images/9780393356311.jpg","333","500","https://www.amazon.com/dp/0393356310?tag=NYTBSREV-20","","","","","","0393356310","9780393356311","Amazon","https://www.amazon.com/dp/0393356310?tag=NYTBSREV-20","nyt://book/8a90ea18-778d-56ab-af1c-45457f314cf1"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0393249328","9780393249323","Apple Books","https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=NOMADLAND&author=Jessica+Bruder",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","039324931X","9780393249316","Barnes and Noble","https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780393356311",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1432846434","9781432846435","Books-A-Million","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FNOMADLAND%252FJessica%252BBruder%252F9780393356311&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DNOMADLAND%252BJessica%252BBruder",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bookshop","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780393356311&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DNOMADLAND",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IndieBound","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780393356311%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DNOMADLAND%2BJessica%2BBruder%26aff%3DNYT",""
"","","","","","","","","","","","","","","9","11","60","0","0","1984801252","9781984801258","Dial","The activist and public speaker describes her journey of listening to her inner voice.","0.00","UNTAMED","Glennon Doyle","by Glennon Doyle","","https://storage.googleapis.com/du-prd/books/images/9781984801258.jpg","330","500","https://www.amazon.com/dp/1984801252?tag=NYTBSREV-20","","","","","","1984801252","9781984801258","Amazon","https://www.amazon.com/dp/1984801252?tag=NYTBSREV-20","nyt://book/fbeeab6c-34bb-5c38-8f27-9fc3ced2ff01"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Apple Books","https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=UNTAMED&author=Glennon+Doyle",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Barnes and Noble","https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781984801258",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Books-A-Million","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FUNTAMED%252FGlennon%252BDoyle%252F9781984801258&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DUNTAMED%252BGlennon%252BDoyle",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bookshop","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781984801258&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DUNTAMED",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IndieBound","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781984801258%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DUNTAMED%2BGlennon%2BDoyle%26aff%3DNYT",""
"","","","","","","","","","","","","","","10","5","28","0","0","0593139135","9780593139134","Crown","The Academy Award-winning actor shares snippets from the diaries he kept over the last 35 years.","0.00","GREENLIGHTS","Matthew McConaughey","by Matthew McConaughey","","https://storage.googleapis.com/du-prd/books/images/9780593139134.jpg","392","500","https://www.amazon.com/dp/0593139135?tag=NYTBSREV-20","","","","","","0593139135","9780593139134","Amazon","https://www.amazon.com/dp/0593139135?tag=NYTBSREV-20","nyt://book/a13e8e1e-0fdd-5551-925b-d89690f4eb37"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0593416953","9780593416952","Apple Books","https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=GREENLIGHTS&author=Matthew+McConaughey",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Barnes and Noble","https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593139134",""
