"status","copyright","errors__001","errors__002","num_results","last_modified","results__list_name","results__list_name_encoded","results__bestsellers_date","results__published_date","results__published_date_description","results__next_published_date","results__previous_published_date","results__display_name","results__normal_list_ends_at","results__updated","results__books__rank","results__books__rank_last_week","results__books__weeks_on_list","results__books__asterisk","results__books__dagger","results__books__primary_isbn10","results__books__primary_isbn13","results__books__publisher","results__books__description","results__books__price","results__books__title","results__books__author","results__books__contributor","results__books__contributor_note","results__books__book_image","results__books__book_image_width","results__books__book_image_height","results__books__amazon_product_url","results__books__age_group","results__books__book_review_link","results__books__first_chapter_link","results__books__sunday_review_link","results__books__article_chapter_link","results__books__isbns__isbn10","results__books__isbns__isbn13","results__books__buy_links__name","results__books__buy_links__url","results__books__book_uri"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0679603751","9780679603757","Apple Books","https://goto.applebooks.apple/9780812974492?at=10lIEQ",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0375435018","9780375435010","Barnes and Noble","https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780812974492",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0739319698","9780739319697","Books-A-Million","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FUNBROKEN%252FLaura%252BHillenbrand%252F9780812974492&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DUNBROKEN%252BLaura%252BHillenbrand",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0007378033","9780007378036","Bookshop","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780812974492&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Faffiliate%3D3546%26keywords%3DUNBROKEN",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0812974492","9780812974492","IndieBound","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780812974492%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DUNBROKEN%2BLaura%2BHillenbrand%26aff%3DNYT",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0606355987","9780606355988","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","081298711X","9780812987119","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0553397117","9780553397116","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1101912626","9781101912621","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1984818449","9781984818447","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1984837621","9781984837622","","",""
"","","","","","","","","","","","","","","","","6","0","0","0","0","081298496X","9780812984965","Spiegel & Grau","A law professor and MacArthur grant recipient’s memoir of his decades  of work to free innocent people condemned to death.","0.00","JUST MERCY","Bryan Stevenson","by Bryan Stevenson","","https://storage.googleapis.com/du-prd/books/images/9780812994520.jpg","128","193","http://www.amazon.com/Just-Mercy-Story-Justice-Redemption-ebook/dp/B00JYWVYLY?tag=NYTBSREV-20","","","","https://www.nytimes.com/2014/10/19/books/review/just-mercy-by-bryan-stevenson.html","","0812994523","9780812994520","Amazon","http://www.amazon.com/Just-Mercy-Story-Justice-Redemption-ebook/dp/B00JYWVYLY?tag=NYTBSREV-20","nyt://book/cd6d25c8-a6f0-55a4-b322-e8eb0dbb5fb3"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0553550608","9780553550603","Apple Books","https://goto.applebooks.apple/9780812984965?at=10lIEQ",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1925113574","9781925113570","Barnes and Noble","https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780812984965",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","081298496X","9780812984965","Books-A-Million","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FJUST%252BMERCY%252FBryan%252BStevenson%252F9780812984965&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DJUST%252BMERCY%252BBryan%252BStevenson",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0593133935","9780593133934","Bookshop","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780812984965&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Faffiliate%3D3546%26keywords%3DJUST%2BMERCY",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IndieBound","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780812984965%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DJUST%2BMERCY%2BBryan%2BStevenson%26aff%3DNYT",""
"","","","","","","","","","","","","","","","","7","0","0","0","0","1595586431","9781595586438","New Press","A law professor takes aim at the “war on drugs” and its impact on black men.","0.00","THE NEW JIM CROW","Michelle Alexander","by Michelle Alexander","","https://storage.googleapis.com/du-prd/books/images/9781595586438.jpg","128","191","http://www.amazon.com/The-New-Crow-Incarceration-Colorblindness/dp/1595586431?tag=NYTBSREV-20","","","","","","1595586431","9781595586438","Amazon","http://www.amazon.com/The-New-Crow-Incarceration-Colorblindness/dp/1595586431?tag=NYTBSREV-20","nyt://book/31fface8-9bb3-58b3-b1bf-35a532c54a7b"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1595581030","9781595581037","Apple Books","https://goto.applebooks.apple/9781595586438?at=10lIEQ",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1595588191","9781595588197","Barnes and Noble","https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781595586438",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1595585303","9781595585301","Books-A-Million","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FTHE%252BNEW%252BJIM%252BCROW%252FMichelle%252BAlexander%252F9781595586438&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DTHE%252BNEW%252BJIM%252BCROW%252BMichelle%252BAlexander",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1501260235","9781501260230","Bookshop","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781595586438&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Faffiliate%3D3546%26keywords%3DTHE%2BNEW%2BJIM%2BCROW",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1620971933","9781620971932","IndieBound","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781595586438%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DTHE%2BNEW%2BJIM%2BCROW%2BMichelle%2BAlexander%26aff%3DNYT",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1620975459","9781620975459","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1464048258","9781464048258","","",""
"","","","","","","","","","","","","","","","","8","0","0","0","0","0062376330","9780062376336","Morrow/HarperCollins","A member of the Navy Seals who has the most career sniper kills in United States military history discusses his childhood, his marriage and his battlefield experiences during the Iraq war.","0.00","AMERICAN SNIPER","Chris Kyle with Scott McEwen and Jim DeFelice","by Chris Kyle with Scott McEwen and Jim DeFelice","","https://storage.googleapis.com/du-prd/books/images/9780062082374.jpg","328","495","http://www.amazon.com/American-Sniper-Autobiography-Military-History/dp/0062238868?tag=NYTBSREV-20","","","","","","0062082353","9780062082350","Amazon","http://www.amazon.com/American-Sniper-Autobiography-Military-History/dp/0062238868?tag=NYTBSREV-20","nyt://book/566065e5-3314-5370-b071-96a677ef4e42"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","006208237X","9780062082374","Apple Books","https://goto.applebooks.apple/9780062376336?at=10lIEQ",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0062209493","9780062209498","Barnes and Noble","https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780062376336",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0062107062","9780062107060","Books-A-Million","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FAMERICAN%252BSNIPER%252FChris%252BKyle%252Bwith%252BScott%252BMcEwen%252Band%252BJim%252BDeFelice%252F9780062376336&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DAMERICAN%252BSNIPER%252BChris%252BKyle%252Bwith%252BScott%252BMcEwen%252Band%252BJim%252BDeFelice",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0062238868","9780062238863","Bookshop","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780062376336&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Faffiliate%3D3546%26keywords%3DAMERICAN%2BSNIPER",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0062290797","9780062290793","IndieBound","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780062376336%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DAMERICAN%2BSNIPER%2BChris%2BKyle%2Bwith%2BScott%2BMcEwen%2Band%2BJim%2BDeFelice%26aff%3DNYT",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0062376578","9780062376572","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0062376330","9780062376336","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0062297872","9780062297877","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0062082361","9780062082367","","",""
"","","","","","","","","","","","","","","","","9","0","0","0","0","0385537611","9780385537612","Doubleday","A Pulitzer Prize-winning journalist’s biography of Adolf Tolkachev, who spied for the United States inside the Soviet Union.","0.00","THE BILLION DOLLAR SPY","David E Hoffman","by David E. Hoffman","","https://storage.googleapis.com/du-prd/books/images/9780385537612.jpg","326","495","http://www.amazon.com/The-Billion-Dollar-Spy-Espionage/dp/0385537603?tag=NYTBSREV-20","","","","","","0385537603","9780385537605","Amazon","http://www.amazon.com/The-Billion-Dollar-Spy-Espionage/dp/0385537603?tag=NYTBSREV-20","nyt://book/aef1e894-c7af-5161-bbd2-55915f61623a"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0385537611","9780385537612","Apple Books","https://goto.applebooks.apple/9780385537612?at=10lIEQ",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0345805976","9780345805973","Barnes and Noble","https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780385537612",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Books-A-Million","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FTHE%252BBILLION%252BDOLLAR%252BSPY%252FDavid%252BE%252BHoffman%252F9780385537612&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DTHE%252BBILLION%252BDOLLAR%252BSPY%252BDavid%252BE%252BHoffman",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bookshop","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780385537612&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Faffiliate%3D3546%26keywords%3DTHE%2BBILLION%2BDOLLAR%2BSPY",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IndieBound","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780385537612%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DTHE%2BBILLION%2BDOLLAR%2BSPY%2BDavid%2BE%2BHoffman%26aff%3DNYT",""
"","","","","","","","","","","","","","","","","10","0","0","0","0","1501115634","9781501115639","Simon & Schuster","At 90, the 39th president (and Nobel Prize winner) reflects on his private  and public life. \n\n","0.00","A FULL LIFE","Jimmy Carter","by Jimmy Carter","","https://storage.googleapis.com/du-prd/books/images/9781501115639.jpg","330","488","http://www.amazon.com/Full-Life-Reflections-Thorndike-Nonfiction/dp/1410482022?tag=NYTBSREV-20","","","","","","1501115634","9781501115639","Amazon","http://www.amazon.com/Full-Life-Reflections-Thorndike-Nonfiction/dp/1410482022?tag=NYTBSREV-20","nyt://book/82984608-cce0-5910-a2d4-048d8e1f5298"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1501115650","9781501115653","Apple Books","https://goto.applebooks.apple/9781501115639?at=10lIEQ",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1410482022","9781410482020","Barnes and Noble","https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781501115639",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1442391057","9781442391055","Books-A-Million","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FA%252BFULL%252BLIFE%252FJimmy%252BCarter%252F9781501115639&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DA%252BFULL%252BLIFE%252BJimmy%252BCarter",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bookshop","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781501115639&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Faffiliate%3D3546%26keywords%3DA%2BFULL%2BLIFE",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IndieBound","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781501115639%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DA%2BFULL%2BLIFE%2BJimmy%2BCarter%26aff%3DNYT",""
"OK","Copyright (c) 2022 The New York Times Company.  All Rights Reserved.","","","10","2019-08-29T21:23:18-04:00","Hardcover Political Books","hardcover-political-books","2016-11-26","2016-12-11","one_before_latest","2017-01-01","2016-11-01","Politics and American History","10","MONTHLY","1","0","0","0","1","1627790624","9781627790628","Holt","The host of “The O’Reilly Factor” recounts the final years of World War II.","0.00","KILLING THE RISING SUN","Bill O'Reilly and Martin Dugard","by Bill O'Reilly and Martin Dugard","","https://storage.googleapis.com/du-prd/books/images/9781627790635.jpg","326","495","http://www.amazon.com/Killing-Rising-Sun-America-Vanquished-ebook/dp/B01CNTUGF4?tag=NYTBSREV-20","","","","","","1627790624","9781627790628","Amazon","http://www.amazon.com/Killing-Rising-Sun-America-Vanquished-ebook/dp/B01CNTUGF4?tag=NYTBSREV-20","nyt://book/37dd4c95-0d26-521b-925d-91fba91a98b2"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1627790632","9781627790635","Apple Books","https://goto.applebooks.apple/9781627790628?at=10lIEQ",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1427275866","9781427275868","Barnes and Noble","https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781627790628",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1410493547","9781410493545","Books-A-Million","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FKILLING%252BTHE%252BRISING%252BSUN%252FBill%252BO%252527Reilly%252Band%252BMartin%252BDugard%252F9781627790628&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DKILLING%252BTHE%252BRISING%252BSUN%252BBill%252BO%252527Reilly%252Band%252BMartin%252BDugard",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bookshop","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781627790628&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Faffiliate%3D3546%26keywords%3DKILLING%2BTHE%2BRISING%2BSUN",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IndieBound","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781627790628%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DKILLING%2BTHE%2BRISING%2BSUN%2BBill%2BO%2527Reilly%2Band%2BMartin%2BDugard%26aff%3DNYT",""
"","","","","","","","","","","","","","","","","2","0","0","0","0","0062494600","9780062494603","Harper/HarperCollins","The anchor of Fox News’s “The Kelly File” discusses why she left a succesful career as a lawyer, the value of hard work, the personal and professional challenges she has faced.","0.00","SETTLE FOR MORE","Megyn Kelly","by Megyn Kelly","","https://storage.googleapis.com/du-prd/books/images/9780062494603.jpg","328","495","https://www.amazon.com/Settle-More-Megyn-Kelly/dp/0062494600?tag=NYTBSREV-20","","","","","","0062494600","9780062494603","Amazon","https://www.amazon.com/Settle-More-Megyn-Kelly/dp/0062494600?tag=NYTBSREV-20","nyt://book/17f4c361-855a-5d1b-a51a-8ea6da3ccc1c"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0062494597","9780062494597","Apple Books","https://goto.applebooks.apple/9780062494603?at=10lIEQ",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","006256594X","9780062565945","Barnes and Noble","https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780062494603",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Books-A-Million","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FSETTLE%252BFOR%252BMORE%252FMegyn%252BKelly%252F9780062494603&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DSETTLE%252BFOR%252BMORE%252BMegyn%252BKelly",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bookshop","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780062494603&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Faffiliate%3D3546%26keywords%3DSETTLE%2BFOR%2BMORE",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IndieBound","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780062494603%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DSETTLE%2BFOR%2BMORE%2BMegyn%2BKelly%26aff%3DNYT",""
"","","","","","","","","","","","","","","","","3","0","0","0","0","0062300547","9780062300546","HarperCollins","A Yale Law School graduate looks at the struggles of America’s white working class through his own childhood in the Rust Belt.","0.00","HILLBILLY ELEGY","J.D. Vance","by J.D. Vance","","https://storage.googleapis.com/du-prd/books/images/9780062300560.jpg","328","495","http://www.amazon.com/Hillbilly-Elegy-Memoir-Family-Culture-ebook/dp/B0166ISAS8?tag=NYTBSREV-20","","","","","","0062300547","9780062300546","Amazon","http://www.amazon.com/Hillbilly-Elegy-Memoir-Family-Culture-ebook/dp/B0166ISAS8?tag=NYTBSREV-20","nyt://book/cd518a8a-4ce7-5465-a788-eeeb4244c83d"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0062300563","9780062300560","Apple Books","https://goto.applebooks.apple/9780062300546?at=10lIEQ",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","141049666X","9781410496669","Barnes and Noble","https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780062300546",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0062300555","9780062300553","Books-A-Million","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FHILLBILLY%252BELEGY%252FJ.D.%252BVance%252F9780062300546&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DHILLBILLY%252BELEGY%252BJ.D.%252BVance",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1432840002","9781432840006","Bookshop","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780062300546&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Faffiliate%3D3546%26keywords%3DHILLBILLY%2BELEGY",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0062477528","9780062477521","IndieBound","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780062300546%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DHILLBILLY%2BELEGY%2BJ.D.%2BVance%26aff%3DNYT",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0062872257","9780062872258","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0063045982","9780063045989","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1504734335","9781504734332","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1504734343","9781504734349","","",""
"","","","","","","","","","","","","","","","","4","0","0","0","0","1250132924","9781250132925","Thomas Dunne/St. Martin’s","The Vermont senator and former candidate for the Democratic nomination for president delivers his message of social and economic justice.","0.00","OUR REVOLUTION","Bernie Sanders","by Bernie Sanders","","https://storage.googleapis.com/du-prd/books/images/9781250132932.jpg","326","495","https://www.amazon.com/Our-Revolution-Believe-Bernie-Sanders-ebook/dp/B01HW70IY6?tag=NYTBSREV-20","","","","","","1250132924","9781250132925","Amazon","https://www.amazon.com/Our-Revolution-Believe-Bernie-Sanders-ebook/dp/B01HW70IY6?tag=NYTBSREV-20","nyt://book/f7add113-6adb-5abb-b5c8-d8ea03a0c06d"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1250132932","9781250132932","Apple Books","https://goto.applebooks.apple/9781250132925?at=10lIEQ",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Barnes and Noble","https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250132925",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Books-A-Million","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FOUR%252BREVOLUTION%252FBernie%252BSanders%252F9781250132925&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DOUR%252BREVOLUTION%252BBernie%252BSanders",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bookshop","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781250132925&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Faffiliate%3D3546%26keywords%3DOUR%2BREVOLUTION",""
