,status,copyright,num_results,results__bestsellers_date,results__published_date,results__published_date_description,results__previous_published_date,results__next_published_date,results__lists__list_id,results__lists__list_name,results__lists__list_name_encoded,results__lists__display_name,results__lists__updated,results__lists__list_image,results__lists__list_image_width,results__lists__list_image_height,results__lists__books__age_group,results__lists__books__amazon_product_url,results__lists__books__article_chapter_link,results__lists__books__author,results__lists__books__book_image,results__lists__books__book_image_width,results__lists__books__book_image_height,results__lists__books__book_review_link,results__lists__books__contributor,results__lists__books__contributor_note,results__lists__books__created_date,results__lists__books__description,results__lists__books__first_chapter_link,results__lists__books__price,results__lists__books__primary_isbn10,results__lists__books__primary_isbn13,results__lists__books__book_uri,results__lists__books__publisher,results__lists__books__rank,results__lists__books__rank_last_week,results__lists__books__sunday_review_link,results__lists__books__title,results__lists__books__updated_date,results__lists__books__weeks_on_list,results__lists__books__buy_links__name,results__lists__books__buy_links__url
141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Books-A-Million,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FTHE%252BROSE%252BCODE%252FKate%252BQuinn%252F9780062943477&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DTHE%252BROSE%252BCODE%252BKate%252BQuinn
142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bookshop,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780062943477&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DTHE%2BROSE%2BCODE
143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndieBound,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780062943477%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DTHE%2BROSE%2BCODE%2BKate%2BQuinn%26aff%3DNYT
144,,,,,,,,,,,,,,,,,,https://www.amazon.com/dp/1449486800?tag=NYTBSREV-20,,Rupi Kaur,https://storage.googleapis.com/du-prd/books/images/9781449486808.jpg,323.0,500.0,,by Rupi Kaur,,2021-04-07 22:13:22,Poems and illustrations by the author of “Milk and Honey” and “The Sun and Her Flowers.”,,0.0,1449486800,9781449486808.0,nyt://book/dca12e0f-07bf-5f10-9ce4-f7809db21663,Andrews McMeel,5.0,5.0,,HOME BODY,2021-04-07 22:17:35,20.0,Amazon,https://www.amazon.com/dp/1449486800?tag=NYTBSREV-20
145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apple Books,https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=HOME+BODY&author=Rupi+Kaur
146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barnes and Noble,https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781449486808
147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Books-A-Million,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FHOME%252BBODY%252FRupi%252BKaur%252F9781449486808&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DHOME%252BBODY%252BRupi%252BKaur
148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bookshop,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781449486808&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DHOME%2BBODY
149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndieBound,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781449486808%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DHOME%2BBODY%2BRupi%2BKaur%26aff%3DNYT
150,,,,,,,,,4.0,Paperback Nonfiction,paperback-nonfiction,Paperback Nonfiction,WEEKLY,,,,,http://www.amazon.com/The-Body-Keeps-Score-Healing/dp/0670785938?tag=NYTBSREV-20,,Bessel van der Kolk,https://storage.googleapis.com/du-prd/books/images/9780670785933.jpg,128.0,193.0,,by Bessel van der Kolk,,2021-04-07 22:13:24,"How trauma affects the body and mind, and innovative treatments for recovery.",,0.0,0143127748,9780143127741.0,nyt://book/e3e33e9d-0e67-5fec-b0d2-2ecddc38ce0e,Penguin,1.0,1.0,,THE BODY KEEPS THE SCORE,2021-04-07 22:17:36,128.0,Amazon,http://www.amazon.com/The-Body-Keeps-Score-Healing/dp/0670785938?tag=NYTBSREV-20
151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apple Books,https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=THE+BODY+KEEPS+THE+SCORE&author=Bessel+van+der+Kolk
152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barnes and Noble,https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780143127741
153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Books-A-Million,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FTHE%252BBODY%252BKEEPS%252BTHE%252BSCORE%252FBessel%252Bvan%252Bder%252BKolk%252F9780143127741&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DTHE%252BBODY%252BKEEPS%252BTHE%252BSCORE%252BBessel%252Bvan%252Bder%252BKolk
154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bookshop,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780143127741&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DTHE%2BBODY%2BKEEPS%2BTHE%2BSCORE
155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndieBound,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780143127741%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DTHE%2BBODY%2BKEEPS%2BTHE%2BSCORE%2BBessel%2Bvan%2Bder%2BKolk%26aff%3DNYT
156,,,,,,,,,,,,,,,,,,https://www.amazon.com/Becoming-Michelle-Obama/dp/1524763136?tag=NYTBSREV-20,,Michelle Obama,https://storage.googleapis.com/du-prd/books/images/9781524763138.jpg,326.0,495.0,https://www.nytimes.com/2018/12/06/books/review/michelle-obama-becoming-memoir.html,by Michelle Obama,,2021-04-07 22:13:24,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent.",,0.0,1524763144,9781524763145.0,nyt://book/8cf1d8dc-669e-5662-8c67-36cebeaf2aef,Crown,2.0,2.0,,BECOMING,2021-04-07 22:17:36,5.0,Amazon,https://www.amazon.com/Becoming-Michelle-Obama/dp/1524763136?tag=NYTBSREV-20
157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apple Books,https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=BECOMING&author=Michelle+Obama
158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barnes and Noble,https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781524763145
159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Books-A-Million,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FBECOMING%252FMichelle%252BObama%252F9781524763145&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DBECOMING%252BMichelle%252BObama
160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bookshop,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781524763145&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DBECOMING
161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndieBound,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781524763145%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DBECOMING%2BMichelle%2BObama%26aff%3DNYT
162,,,,,,,,,,,,,,,,,,https://www.amazon.com/Braiding-Sweetgrass-Indigenous-Scientific-Knowledge/dp/1571313567?tag=NYTBSREV-20,,Robin Wall Kimmerer,https://storage.googleapis.com/du-prd/books/images/9781571313560.jpg,321.0,495.0,,by Robin Wall Kimmerer,,2021-04-07 22:13:24,A botanist and member of the Citizen Potawatomi Nation espouses having an understanding and appreciation of plants and animals.,,0.0,1571313567,9781571313560.0,nyt://book/194ea111-42ad-5795-9fb5-3e155ffa5e79,Milkweed Editions,3.0,3.0,,BRAIDING SWEETGRASS,2021-04-07 22:17:36,51.0,Amazon,https://www.amazon.com/Braiding-Sweetgrass-Indigenous-Scientific-Knowledge/dp/1571313567?tag=NYTBSREV-20
163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apple Books,https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=BRAIDING+SWEETGRASS&author=Robin+Wall+Kimmerer
164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barnes and Noble,https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781571313560
165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Books-A-Million,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FBRAIDING%252BSWEETGRASS%252FRobin%252BWall%252BKimmerer%252F9781571313560&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DBRAIDING%252BSWEETGRASS%252BRobin%252BWall%252BKimmerer
166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bookshop,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781571313560&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DBRAIDING%2BSWEETGRASS
167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndieBound,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781571313560%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DBRAIDING%2BSWEETGRASS%2BRobin%2BWall%2BKimmerer%26aff%3DNYT
168,,,,,,,,,,,,,,,,,,https://www.amazon.com/dp/1984820389?tag=NYTBSREV-20,,Cathy Park Hong,https://storage.googleapis.com/du-prd/books/images/9781984820389.jpg,324.0,500.0,,by Cathy Park Hong,,2021-04-07 22:13:24,"The poet and essayist, who is the daughter of Korean immigrants, explores her racial identity and racial consciousness in America today.",,0.0,1984820389,9781984820389.0,nyt://book/d2654f73-e3b0-5e3b-a4fd-2afab94c4b69,One World,4.0,6.0,,MINOR FEELINGS,2021-04-07 22:17:36,3.0,Amazon,https://www.amazon.com/dp/1984820389?tag=NYTBSREV-20
169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apple Books,https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=MINOR+FEELINGS&author=Cathy+Park+Hong
170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barnes and Noble,https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781984820389
171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Books-A-Million,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FMINOR%252BFEELINGS%252FCathy%252BPark%252BHong%252F9781984820389&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DMINOR%252BFEELINGS%252BCathy%252BPark%252BHong
172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bookshop,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781984820389&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DMINOR%2BFEELINGS
173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndieBound,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781984820389%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DMINOR%2BFEELINGS%2BCathy%2BPark%2BHong%26aff%3DNYT
174,,,,,,,,,,,,,,,,,,https://www.amazon.com/White-Fragility-People-About-Racism/dp/0807047414?tag=NYTBSREV-20,,Robin DiAngelo,https://storage.googleapis.com/du-prd/books/images/9780807047415.jpg,330.0,495.0,,by Robin DiAngelo,,2021-04-07 22:13:24,Historical and cultural analyses on what causes defensive moves by white people and how this inhibits cross-racial dialogue.,,0.0,0807047414,9780807047415.0,nyt://book/27f88b69-d265-5d7b-8950-01377374e783,Beacon,5.0,4.0,,WHITE FRAGILITY,2021-04-07 22:17:37,135.0,Amazon,https://www.amazon.com/White-Fragility-People-About-Racism/dp/0807047414?tag=NYTBSREV-20
175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apple Books,https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=WHITE+FRAGILITY&author=Robin+DiAngelo
176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barnes and Noble,https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780807047415
177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Books-A-Million,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FWHITE%252BFRAGILITY%252FRobin%252BDiAngelo%252F9780807047415&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DWHITE%252BFRAGILITY%252BRobin%252BDiAngelo
178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bookshop,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780807047415&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DWHITE%2BFRAGILITY
179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndieBound,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780807047415%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DWHITE%2BFRAGILITY%2BRobin%2BDiAngelo%26aff%3DNYT
180,,,,,,,,,24.0,Advice How-To and Miscellaneous,advice-how-to-and-miscellaneous,"Advice, How-To & Miscellaneous",WEEKLY,,,,,https://www.amazon.com/dp/0063046598?tag=NYTBSREV-20,,Shannon Bream,https://storage.googleapis.com/du-prd/books/images/9780063046597.jpg,331.0,500.0,,by Shannon Bream,,2021-04-07 22:13:23,,,0.0,0063046598,9780063046597.0,nyt://book/b7acc994-a569-5167-9c59-05cf8252eb6d,Broadside,1.0,0.0,,THE WOMEN OF THE BIBLE SPEAK,2021-04-07 22:17:36,1.0,Amazon,https://www.amazon.com/dp/0063046598?tag=NYTBSREV-20
181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apple Books,https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=THE+WOMEN+OF+THE+BIBLE+SPEAK&author=Shannon+Bream
182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barnes and Noble,https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780063046597
183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Books-A-Million,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FTHE%252BWOMEN%252BOF%252BTHE%252BBIBLE%252BSPEAK%252FShannon%252BBream%252F9780063046597&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DTHE%252BWOMEN%252BOF%252BTHE%252BBIBLE%252BSPEAK%252BShannon%252BBream
184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bookshop,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780063046597&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DTHE%2BWOMEN%2BOF%2BTHE%2BBIBLE%2BSPEAK
185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndieBound,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780063046597%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DTHE%2BWOMEN%2BOF%2BTHE%2BBIBLE%2BSPEAK%2BShannon%2BBream%26aff%3DNYT
186,,,,,,,,,,,,,,,,,,https://www.amazon.com/Boy-Mole-Fox-Horse/dp/0062976583?tag=NYTBSREV-20,,Charlie Mackesy,https://storage.googleapis.com/du-prd/books/images/9780062976581.jpg,330.0,445.0,,by Charlie Mackesy,,2021-04-07 22:13:23,,,0.0,0062976583,9780062976581.0,nyt://book/858fb0b9-07d7-5b8a-b3de-cdcf6ea6fe7a,HarperOne,2.0,1.0,,"THE BOY, THE MOLE, THE FOX AND THE HORSE",2021-04-07 22:17:36,70.0,Amazon,https://www.amazon.com/Boy-Mole-Fox-Horse/dp/0062976583?tag=NYTBSREV-20
187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apple Books,https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=THE+BOY%2C+THE+MOLE%2C+THE+FOX+AND+THE+HORSE&author=Charlie+Mackesy
188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barnes and Noble,https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780062976581
189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Books-A-Million,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FTHE%252BBOY%25252C%252BTHE%252BMOLE%25252C%252BTHE%252BFOX%252BAND%252BTHE%252BHORSE%252FCharlie%252BMackesy%252F9780062976581&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DTHE%252BBOY%25252C%252BTHE%252BMOLE%25252C%252BTHE%252BFOX%252BAND%252BTHE%252BHORSE%252BCharlie%252BMackesy
190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bookshop,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780062976581&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DTHE%2BBOY%252C%2BTHE%2BMOLE%252C%2BTHE%2BFOX%2BAND%2BTHE%2BHORSE
191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndieBound,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780062976581%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DTHE%2BBOY%252C%2BTHE%2BMOLE%252C%2BTHE%2BFOX%2BAND%2BTHE%2BHORSE%2BCharlie%2BMackesy%26aff%3DNYT
192,,,,,,,,,,,,,,,,,,https://www.amazon.com/Atomic-Habits-Proven-Build-Break/dp/0735211299?tag=NYTBSREV-20,,James Clear,https://storage.googleapis.com/du-prd/books/images/9780735211292.jpg,328.0,495.0,,by James Clear,,2021-04-07 22:13:23,,,0.0,0735211299,9780735211292.0,nyt://book/0398a355-c032-534e-a0af-647b06f0840d,Avery,3.0,4.0,,ATOMIC HABITS,2021-04-07 22:17:36,71.0,Amazon,https://www.amazon.com/Atomic-Habits-Proven-Build-Break/dp/0735211299?tag=NYTBSREV-20
193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apple Books,https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=ATOMIC+HABITS&author=James+Clear
194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barnes and Noble,https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780735211292
195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Books-A-Million,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FATOMIC%252BHABITS%252FJames%252BClear%252F9780735211292&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DATOMIC%252BHABITS%252BJames%252BClear
196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bookshop,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780735211292&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DATOMIC%2BHABITS
197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndieBound,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780735211292%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DATOMIC%2BHABITS%2BJames%2BClear%26aff%3DNYT
198,,,,,,,,,,,,,,,,,,https://www.amazon.com/dp/0593232747?tag=NYTBSREV-20,,Tiffany Aliche,https://storage.googleapis.com/du-prd/books/images/9780593232743.jpg,329.0,500.0,,by Tiffany Aliche,,2021-04-07 22:13:23,,,0.0,0593232747,9780593232743.0,nyt://book/1305d27a-2579-53e8-a772-23ff384de7ac,Rodale,4.0,0.0,,GET GOOD WITH MONEY,2021-04-07 22:17:36,1.0,Amazon,https://www.amazon.com/dp/0593232747?tag=NYTBSREV-20
199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apple Books,https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=GET+GOOD+WITH+MONEY&author=Tiffany+Aliche
200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barnes and Noble,https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593232743
201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Books-A-Million,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FGET%252BGOOD%252BWITH%252BMONEY%252FTiffany%252BAliche%252F9780593232743&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DGET%252BGOOD%252BWITH%252BMONEY%252BTiffany%252BAliche
202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bookshop,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780593232743&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DGET%2BGOOD%2BWITH%2BMONEY
203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndieBound,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780593232743%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DGET%2BGOOD%2BWITH%2BMONEY%2BTiffany%2BAliche%26aff%3DNYT
