,status,copyright,num_results,results__bestsellers_date,results__published_date,results__published_date_description,results__previous_published_date,results__next_published_date,results__lists__list_id,results__lists__list_name,results__lists__list_name_encoded,results__lists__display_name,results__lists__updated,results__lists__list_image,results__lists__list_image_width,results__lists__list_image_height,results__lists__books__age_group,results__lists__books__amazon_product_url,results__lists__books__article_chapter_link,results__lists__books__author,results__lists__books__book_image,results__lists__books__book_image_width,results__lists__books__book_image_height,results__lists__books__book_review_link,results__lists__books__contributor,results__lists__books__contributor_note,results__lists__books__created_date,results__lists__books__description,results__lists__books__first_chapter_link,results__lists__books__price,results__lists__books__primary_isbn10,results__lists__books__primary_isbn13,results__lists__books__book_uri,results__lists__books__publisher,results__lists__books__rank,results__lists__books__rank_last_week,results__lists__books__sunday_review_link,results__lists__books__title,results__lists__books__updated_date,results__lists__books__weeks_on_list,results__lists__books__buy_links__name,results__lists__books__buy_links__url
204,,,,,,,,,,,,,,,,,,https://www.amazon.com/dp/006301209X?tag=NYTBSREV-20,,Nicole LePera,https://storage.googleapis.com/du-prd/books/images/9780063012097.jpg,331.0,500.0,,by Nicole LePera,,2021-04-07 22:13:23,,,0.0,006301209X,9780063012097.0,nyt://book/382b44d0-96b4-5527-b43b-d33b302b2e62,Harper Wave,5.0,3.0,,HOW TO DO THE WORK,2021-04-07 22:17:36,4.0,Amazon,https://www.amazon.com/dp/006301209X?tag=NYTBSREV-20
205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apple Books,https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=HOW+TO+DO+THE+WORK&author=Nicole+LePera
206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barnes and Noble,https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780063012097
207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Books-A-Million,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FHOW%252BTO%252BDO%252BTHE%252BWORK%252FNicole%252BLePera%252F9780063012097&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DHOW%252BTO%252BDO%252BTHE%252BWORK%252BNicole%252BLePera
208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bookshop,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780063012097&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DHOW%2BTO%2BDO%2BTHE%2BWORK
209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndieBound,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780063012097%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DHOW%2BTO%2BDO%2BTHE%2BWORK%2BNicole%2BLePera%26aff%3DNYT
299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndieBound,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781338347241%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DCAPTAIN%2BUNDERPANTS%2Band%2B%2B%2BDav%2BPilkey%26aff%3DNYT
300,,,,,,,,,14.0,Young Adult Hardcover,young-adult-hardcover,Young Adult Hardcover,WEEKLY,,,,,https://www.amazon.com/dp/125014230X?tag=NYTBSREV-20,,Leigh Bardugo,https://storage.googleapis.com/du-prd/books/images/9781250142306.jpg,333.0,500.0,,by Leigh Bardugo,,2021-04-07 22:13:21,The second book in the King of Scars duology.,,0.0,125014230X,9781250142306.0,nyt://book/9ac909b2-f765-5451-88a3-db5ea93b5651,Imprint,1.0,0.0,,RULE OF WOLVES,2021-04-07 22:17:34,1.0,Amazon,https://www.amazon.com/dp/125014230X?tag=NYTBSREV-20
301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apple Books,https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=RULE+OF+WOLVES&author=Leigh+Bardugo
302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barnes and Noble,https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250142306
303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Books-A-Million,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FRULE%252BOF%252BWOLVES%252FLeigh%252BBardugo%252F9781250142306&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DRULE%252BOF%252BWOLVES%252BLeigh%252BBardugo
304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bookshop,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781250142306&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DRULE%2BOF%2BWOLVES
305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndieBound,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781250142306%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DRULE%2BOF%2BWOLVES%2BLeigh%2BBardugo%26aff%3DNYT
306,,,,,,,,,,,,,,,,,,https://www.amazon.com/dp/1250766567?tag=NYTBSREV-20,,Angeline Boulley,https://storage.googleapis.com/du-prd/books/images/9781250766564.jpg,332.0,500.0,,by Angeline Boulley,,2021-04-07 22:13:21,Daunis investigates a deadly new drug being distributed in her tribal community.,,0.0,1250766567,9781250766564.0,nyt://book/a7b35502-d3dc-5fbb-8406-dde4f80a3b1a,Holt,2.0,1.0,,FIREKEEPER'S DAUGHTER,2021-04-07 22:17:34,3.0,Amazon,https://www.amazon.com/dp/1250766567?tag=NYTBSREV-20
307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apple Books,https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=FIREKEEPER%27S+DAUGHTER&author=Angeline+Boulley
308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barnes and Noble,https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250766564
309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Books-A-Million,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FFIREKEEPER%252527S%252BDAUGHTER%252FAngeline%252BBoulley%252F9781250766564&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DFIREKEEPER%252527S%252BDAUGHTER%252BAngeline%252BBoulley
310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bookshop,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781250766564&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DFIREKEEPER%2527S%2BDAUGHTER
311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndieBound,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781250766564%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DFIREKEEPER%2527S%2BDAUGHTER%2BAngeline%2BBoulley%26aff%3DNYT
312,,,,,,,,,,,,,,,,,,https://www.amazon.com/One-Us-Lying-Karen-McManus/dp/1524714682?tag=NYTBSREV-20,,Karen M. McManus,https://storage.googleapis.com/du-prd/books/images/9781524714680.jpg,327.0,495.0,,by Karen M. McManus,,2021-04-07 22:13:21,"For five students, a detour into detention ends in murder.",,0.0,1524714682,9781524714680.0,nyt://book/68977997-3f85-5971-aca2-e80f543b2814,Delacorte,3.0,3.0,,ONE OF US IS LYING,2021-04-07 22:17:34,166.0,Amazon,https://www.amazon.com/One-Us-Lying-Karen-McManus/dp/1524714682?tag=NYTBSREV-20
313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apple Books,https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=ONE+OF+US+IS+LYING&author=Karen+M.+McManus
314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barnes and Noble,https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781524714680
315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Books-A-Million,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FONE%252BOF%252BUS%252BIS%252BLYING%252FKaren%252BM.%252BMcManus%252F9781524714680&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DONE%252BOF%252BUS%252BIS%252BLYING%252BKaren%252BM.%252BMcManus
316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bookshop,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781524714680&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DONE%2BOF%2BUS%2BIS%2BLYING
317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndieBound,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781524714680%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DONE%2BOF%2BUS%2BIS%2BLYING%2BKaren%2BM.%2BMcManus%26aff%3DNYT
318,,,,,,,,,,,,,,,,,,https://www.amazon.com/dp/1481431900?tag=NYTBSREV-20,,Cassandra Clare,https://storage.googleapis.com/du-prd/books/images/9781481431903.jpg,331.0,500.0,,by Cassandra Clare,,2021-04-07 22:13:21,The Shadowhunters must catch a killer in Edwardian London.,,0.0,1481431900,9781481431903.0,nyt://book/54c7814f-5b9d-564e-8126-e60782a7c402,Margaret K. McElderry,4.0,2.0,,CHAIN OF IRON,2021-04-07 22:17:34,5.0,Amazon,https://www.amazon.com/dp/1481431900?tag=NYTBSREV-20
319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apple Books,https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=CHAIN+OF+IRON&author=Cassandra+Clare
320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barnes and Noble,https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781481431903
321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Books-A-Million,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FCHAIN%252BOF%252BIRON%252FCassandra%252BClare%252F9781481431903&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DCHAIN%252BOF%252BIRON%252BCassandra%252BClare
322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bookshop,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781481431903&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DCHAIN%2BOF%2BIRON
323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndieBound,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781481431903%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DCHAIN%2BOF%2BIRON%2BCassandra%2BClare%26aff%3DNYT
324,,,,,,,,,,,,,,,,,,https://www.amazon.com/dp/0316453692?tag=NYTBSREV-20,,Jason Reynolds and Ibram X. Kendi,https://storage.googleapis.com/du-prd/books/images/9780316453691.jpg,331.0,500.0,,by Jason Reynolds and Ibram X. Kendi,,2021-04-07 22:13:21,An exploration of racism and antiracism in America.,,0.0,0316453692,9780316453691.0,nyt://book/78bdb837-f612-5b9b-8a4c-31b2ca047b3b,"Little, Brown",5.0,10.0,,STAMPED,2021-04-07 22:17:34,54.0,Amazon,https://www.amazon.com/dp/0316453692?tag=NYTBSREV-20
325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apple Books,https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=STAMPED&author=Jason+Reynolds+and+Ibram+X.+Kendi
326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barnes and Noble,https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780316453691
327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Books-A-Million,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FSTAMPED%252FJason%252BReynolds%252Band%252BIbram%252BX.%252BKendi%252F9780316453691&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DSTAMPED%252BJason%252BReynolds%252Band%252BIbram%252BX.%252BKendi
328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bookshop,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780316453691&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DSTAMPED
329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndieBound,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780316453691%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DSTAMPED%2BJason%2BReynolds%2Band%2BIbram%2BX.%2BKendi%26aff%3DNYT
330,,,,,,,,,301.0,Audio Fiction,audio-fiction,Audio Fiction,MONTHLY,,,,,https://www.amazon.com/dp/1789096499?tag=NYTBSREV-20,,Stephen King,https://storage.googleapis.com/du-prd/books/images/9781789096491.jpg,313.0,500.0,,by Stephen King,,2021-04-07 23:57:05,"An N.Y.P.D. detective asks the son of a struggling single mother to use his unnatural ability to track a killer. Read by Seth Numrich. 6 hours, 32 minutes unabridged.",,0.0,,9781797121758.0,nyt://book/ede18198-5d71-5eca-8f0a-e3c0333c6187,Simon & Schuster Audio,1.0,0.0,,LATER,2021-04-07 23:57:05,0.0,Amazon,https://www.amazon.com/dp/1789096499?tag=NYTBSREV-20
331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apple Books,https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=LATER&author=Stephen+King
332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barnes and Noble,https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781797121758
333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Books-A-Million,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FLATER%252FStephen%252BKing%252F9781797121758&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DLATER%252BStephen%252BKing
334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bookshop,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781797121758&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DLATER
335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndieBound,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781797121758%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DLATER%2BStephen%2BKing%26aff%3DNYT
336,,,,,,,,,,,,,,,,,,https://www.amazon.com/dp/1250178606?tag=NYTBSREV-20,,Kristin Hannah,https://storage.googleapis.com/du-prd/books/images/9781250178602.jpg,329.0,500.0,,by Kristin Hannah,,2021-04-07 23:57:05,"As dust storms roll during the Great Depression, Elsa must choose between saving the family and farm or heading West. Read by Julia Whelan. 15 hours, 2 minutes unabridged.",,0.0,,9781250317247.0,nyt://book/51046b5a-1bbe-5771-b65a-2d35576fa56f,Macmillan Audio,2.0,0.0,,THE FOUR WINDS,2021-04-07 23:57:05,0.0,Amazon,https://www.amazon.com/dp/1250178606?tag=NYTBSREV-20
337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apple Books,https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=THE+FOUR+WINDS&author=Kristin+Hannah
338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barnes and Noble,https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250317247
339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Books-A-Million,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FTHE%252BFOUR%252BWINDS%252FKristin%252BHannah%252F9781250317247&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DTHE%252BFOUR%252BWINDS%252BKristin%252BHannah
340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bookshop,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781250317247&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DTHE%2BFOUR%2BWINDS
341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndieBound,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781250317247%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DTHE%2BFOUR%2BWINDS%2BKristin%2BHannah%26aff%3DNYT
342,,,,,,,,,,,,,,,,,,https://www.amazon.com/dp/0525559477?tag=NYTBSREV-20,,Matt Haig,https://storage.googleapis.com/du-prd/books/images/9780525559474.jpg,331.0,500.0,,by Matt Haig,,2021-04-07 23:57:05,"Nora Seed finds a library beyond the edge of the universe that contains books with multiple possibilities of the lives one could have lived. Read by Carey Mulligan. 8 hours, 50 minutes unabridged.",,0.0,,9780593340233.0,nyt://book/7a1f0f58-af92-5c3a-856b-951b580e3e8f,Penguin Audio,3.0,0.0,,THE MIDNIGHT LIBRARY,2021-04-07 23:57:05,0.0,Amazon,https://www.amazon.com/dp/0525559477?tag=NYTBSREV-20
343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apple Books,https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=THE+MIDNIGHT+LIBRARY&author=Matt+Haig
344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barnes and Noble,https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593340233
345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Books-A-Million,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FTHE%252BMIDNIGHT%252BLIBRARY%252FMatt%252BHaig%252F9780593340233&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DTHE%252BMIDNIGHT%252BLIBRARY%252BMatt%252BHaig
346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bookshop,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780593340233&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DTHE%2BMIDNIGHT%2BLIBRARY
347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndieBound,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780593340233%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DTHE%2BMIDNIGHT%2BLIBRARY%2BMatt%2BHaig%26aff%3DNYT
348,,,,,,,,,,,,,,,,,,https://www.amazon.com/dp/1982139137?tag=NYTBSREV-20,,Sister Souljah,https://storage.googleapis.com/du-prd/books/images/9781982139131.jpg,329.0,500.0,,by Sister Souljah,,2021-04-07 23:57:05,"In a sequel to “The Coldest Winter Ever,” Winter Santiaga emerges after time served and seeks revenge. Read by Nia Long. 16 hours, 1 minute unabridged.",,0.0,,9781797119205.0,nyt://book/0003eea1-d763-5757-90dd-6a88647d0b8f,Simon & Schuster Audio,4.0,0.0,,LIFE AFTER DEATH,2021-04-07 23:57:05,0.0,Amazon,https://www.amazon.com/dp/1982139137?tag=NYTBSREV-20
349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apple Books,https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=LIFE+AFTER+DEATH&author=Sister+Souljah
350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barnes and Noble,https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781797119205
351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Books-A-Million,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FLIFE%252BAFTER%252BDEATH%252FSister%252BSouljah%252F9781797119205&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DLIFE%252BAFTER%252BDEATH%252BSister%252BSouljah
352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bookshop,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781797119205&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DLIFE%2BAFTER%2BDEATH
353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndieBound,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781797119205%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DLIFE%2BAFTER%2BDEATH%2BSister%2BSouljah%26aff%3DNYT
354,,,,,,,,,,,,,,,,,,https://www.amazon.com/dp/1538748215?tag=NYTBSREV-20,,Harlan Coben,https://storage.googleapis.com/du-prd/books/images/9781538748213.jpg,331.0,500.0,,by Harlan Coben,,2021-04-07 23:57:05,"Windsor Horne Lockwood III might rectify cold cases connected to his family that have eluded the F.B.I. for decades. Read by Steven Weber. 10 hours, 35 minutes unabridged.",,0.0,,9781543661262.0,nyt://book/92faf820-33ba-5411-9ae5-4593b75aa4fb,Brilliance Audio,5.0,0.0,,WIN,2021-04-07 23:57:05,0.0,Amazon,https://www.amazon.com/dp/1538748215?tag=NYTBSREV-20
355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apple Books,https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=WIN&author=Harlan+Coben
356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barnes and Noble,https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781543661262
357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Books-A-Million,https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FWIN%252FHarlan%252BCoben%252F9781543661262&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DWIN%252BHarlan%252BCoben
