"status","copyright","num_results","results__bestsellers_date","results__published_date","results__published_date_description","results__previous_published_date","results__next_published_date","results__lists__list_id","results__lists__list_name","results__lists__list_name_encoded","results__lists__display_name","results__lists__updated","results__lists__list_image","results__lists__list_image_width","results__lists__list_image_height","results__lists__books__age_group","results__lists__books__amazon_product_url","results__lists__books__article_chapter_link","results__lists__books__author","results__lists__books__book_image","results__lists__books__book_image_width","results__lists__books__book_image_height","results__lists__books__book_review_link","results__lists__books__contributor","results__lists__books__contributor_note","results__lists__books__created_date","results__lists__books__description","results__lists__books__first_chapter_link","results__lists__books__price","results__lists__books__primary_isbn10","results__lists__books__primary_isbn13","results__lists__books__book_uri","results__lists__books__publisher","results__lists__books__rank","results__lists__books__rank_last_week","results__lists__books__sunday_review_link","results__lists__books__title","results__lists__books__updated_date","results__lists__books__weeks_on_list","results__lists__books__buy_links__name","results__lists__books__buy_links__url"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Books-A-Million","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FPETE%252BTHE%252BCAT%25253A%252BFIVE%252BLITTLE%252BBUNNIES%252FJames%252BDean%252Band%252BKimberly%252BDean%252F9780062868299&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DPETE%252BTHE%252BCAT%25253A%252BFIVE%252BLITTLE%252BBUNNIES%252BJames%252BDean%252Band%252BKimberly%252BDean"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bookshop","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780062868299&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DPETE%2BTHE%2BCAT%253A%2BFIVE%2BLITTLE%2BBUNNIES"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IndieBound","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780062868299%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DPETE%2BTHE%2BCAT%253A%2BFIVE%2BLITTLE%2BBUNNIES%2BJames%2BDean%2Band%2BKimberly%2BDean%26aff%3DNYT"
"","","","","","","","","","","","","","","","","","https://www.amazon.com/dp/1250269490?tag=NYTBSREV-20","","Cleo Wade.","https://storage.googleapis.com/du-prd/books/images/9781250269492.jpg","406","500","","by Cleo Wade. Illustrated by Lucie de Moyencourt","Illustrated by Lucie de Moyencourt","2021-04-07 22:13:25","A road answers a child's many questions about life.","","0.00","1250269490","9781250269492","nyt://book/69ec9b93-ca14-5936-a57c-3d3985d67dee","Feiwel & Friends","5","3","","WHAT THE ROAD SAID","2021-04-07 22:17:37","2","Amazon","https://www.amazon.com/dp/1250269490?tag=NYTBSREV-20"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Apple Books","https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=WHAT+THE+ROAD+SAID&author=Cleo+Wade."
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Barnes and Noble","https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250269492"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Books-A-Million","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FWHAT%252BTHE%252BROAD%252BSAID%252FCleo%252BWade.%252F9781250269492&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DWHAT%252BTHE%252BROAD%252BSAID%252BCleo%252BWade."
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bookshop","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781250269492&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DWHAT%2BTHE%2BROAD%2BSAID"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IndieBound","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781250269492%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DWHAT%2BTHE%2BROAD%2BSAID%2BCleo%2BWade.%26aff%3DNYT"
"","","","","","","","","10","Series Books","series-books","Children’s Series","WEEKLY","null","null","null","","https://www.amazon.com/dp/1419756974?tag=NYTBSREV-20","","and   Jeff Kinney","https://storage.googleapis.com/du-prd/books/images/9781419756979.jpg","343","500","","written and illustrated by Jeff Kinney","written and illustrated by Jeff Kinney","2021-04-07 22:13:20","Rowley Jefferson chronicles his life story and adventures.","","0.00","1419756974","9781419756979","nyt://book/4dc6dc6c-af50-5c14-b535-4da6331f6d27","Amulet","1","1","","AWESOME FRIENDLY KID","2021-04-07 22:17:33","3","Amazon","https://www.amazon.com/dp/1419756974?tag=NYTBSREV-20"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Apple Books","https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=AWESOME+FRIENDLY+KID&author=and+++Jeff+Kinney"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Barnes and Noble","https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781419756979"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Books-A-Million","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FAWESOME%252BFRIENDLY%252BKID%252Fand%252B%252B%252BJeff%252BKinney%252F9781419756979&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DAWESOME%252BFRIENDLY%252BKID%252Band%252B%252B%252BJeff%252BKinney"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bookshop","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781419756979&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DAWESOME%2BFRIENDLY%2BKID"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IndieBound","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781419756979%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DAWESOME%2BFRIENDLY%2BKID%2Band%2B%2B%2BJeff%2BKinney%26aff%3DNYT"
"","","","","","","","","","","","","","","","","","http://www.amazon.com/Diary-Wimpy-Kid-Hard-Luck/dp/1419711326?tag=NYTBSREV-20","","and   Jeff Kinney","https://storage.googleapis.com/du-prd/books/images/9781419711329.jpg","330","484","","written and illustrated by Jeff Kinney","written and illustrated by Jeff Kinney","2021-04-07 22:13:20","The travails and challenges of adolescence.","","0.00","1419748688","9781419748684","nyt://book/d4b80cdc-60b4-5918-8fa5-33ee2c93cca1","Amulet","2","2","","DIARY OF A WIMPY KID","2021-04-07 22:17:33","629","Amazon","http://www.amazon.com/Diary-Wimpy-Kid-Hard-Luck/dp/1419711326?tag=NYTBSREV-20"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Apple Books","https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=DIARY+OF+A+WIMPY+KID&author=and+++Jeff+Kinney"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Barnes and Noble","https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781419748684"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Books-A-Million","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FDIARY%252BOF%252BA%252BWIMPY%252BKID%252Fand%252B%252B%252BJeff%252BKinney%252F9781419748684&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DDIARY%252BOF%252BA%252BWIMPY%252BKID%252Band%252B%252B%252BJeff%252BKinney"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bookshop","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781419748684&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DDIARY%2BOF%2BA%2BWIMPY%2BKID"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IndieBound","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781419748684%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DDIARY%2BOF%2BA%2BWIMPY%2BKID%2Band%2B%2B%2BJeff%2BKinney%26aff%3DNYT"
"","","","","","","","","","","","","","","","","","http://www.amazon.com/Harry-Potter-And-Order-Phoenix/dp/0439358078?tag=NYTBSREV-20","","J.K. Rowling","https://storage.googleapis.com/du-prd/books/images/9780590353427.jpg","328","495","","by J.K. Rowling","","2021-04-07 22:13:20","A wizard hones his conjuring skills in the service of fighting evil.","","0.00","059035342X","9780590353427","nyt://book/17005581-f735-545e-acaf-79dcfdd25a1f","Scholastic","3","3","","HARRY POTTER","2021-04-07 22:17:33","628","Amazon","http://www.amazon.com/Harry-Potter-And-Order-Phoenix/dp/0439358078?tag=NYTBSREV-20"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Apple Books","https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=HARRY+POTTER&author=J.K.+Rowling"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Barnes and Noble","https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780590353427"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Books-A-Million","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FHARRY%252BPOTTER%252FJ.K.%252BRowling%252F9780590353427&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DHARRY%252BPOTTER%252BJ.K.%252BRowling"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bookshop","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780590353427&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DHARRY%2BPOTTER"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IndieBound","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780590353427%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DHARRY%2BPOTTER%2BJ.K.%2BRowling%26aff%3DNYT"
"","","","","","","","","","","","","","","","","","http://www.amazon.com/Wings-Fire-Book-Five-Brightest/dp/0545349222?tag=NYTBSREV-20","","Tui T. Sutherland","https://storage.googleapis.com/du-prd/books/images/9780545349215.jpg","328","495","","by Tui T. Sutherland","","2021-04-07 22:13:20","Only the five dragonets of destiny can unite the seven warring dragon tribes.","","0.00","1338214543","9781338214543","nyt://book/d72476f5-4681-5220-a9a7-58e090448d62","Scholastic","4","4","","WINGS OF FIRE","2021-04-07 22:17:33","108","Amazon","http://www.amazon.com/Wings-Fire-Book-Five-Brightest/dp/0545349222?tag=NYTBSREV-20"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Apple Books","https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=WINGS+OF+FIRE&author=Tui+T.+Sutherland"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Barnes and Noble","https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781338214543"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Books-A-Million","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FWINGS%252BOF%252BFIRE%252FTui%252BT.%252BSutherland%252F9781338214543&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DWINGS%252BOF%252BFIRE%252BTui%252BT.%252BSutherland"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bookshop","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781338214543&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DWINGS%2BOF%2BFIRE"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IndieBound","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781338214543%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DWINGS%2BOF%2BFIRE%2BTui%2BT.%2BSutherland%26aff%3DNYT"
"","","","","","","","","","","","","","","","","","http://www.amazon.com/Captain-Underpants-Revolting-Radioactive-Robo-Boxers/dp/0545175364?tag=NYTBSREV-20","","and   Dav Pilkey","https://storage.googleapis.com/du-prd/books/images/9780545175340.jpg","329","475","https://www.nytimes.com/2011/06/29/books/review/childrens-books-super-diaper-baby-2-by-dav-pilkey.html","written and illustrated by Dav Pilkey","written and illustrated by Dav Pilkey","2021-04-07 22:13:20","Boys and their principal fight evil.","","0.00","1338347241","9781338347241","nyt://book/aca4acef-9b2a-51bf-95b5-964008cbfa5f","Scholastic","5","5","","CAPTAIN UNDERPANTS","2021-04-07 22:17:33","242","Amazon","http://www.amazon.com/Captain-Underpants-Revolting-Radioactive-Robo-Boxers/dp/0545175364?tag=NYTBSREV-20"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Apple Books","https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=CAPTAIN+UNDERPANTS&author=and+++Dav+Pilkey"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Barnes and Noble","https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781338347241"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Books-A-Million","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FCAPTAIN%252BUNDERPANTS%252Fand%252B%252B%252BDav%252BPilkey%252F9781338347241&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DCAPTAIN%252BUNDERPANTS%252Band%252B%252B%252BDav%252BPilkey"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bookshop","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781338347241&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DCAPTAIN%2BUNDERPANTS"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IndieBound","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781338347241%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DCAPTAIN%2BUNDERPANTS%2Band%2B%2B%2BDav%2BPilkey%26aff%3DNYT"
"","","","","","","","","14","Young Adult Hardcover","young-adult-hardcover","Young Adult Hardcover","WEEKLY","null","null","null","","https://www.amazon.com/dp/125014230X?tag=NYTBSREV-20","","Leigh Bardugo","https://storage.googleapis.com/du-prd/books/images/9781250142306.jpg","333","500","","by Leigh Bardugo","","2021-04-07 22:13:21","The second book in the King of Scars duology.","","0.00","125014230X","9781250142306","nyt://book/9ac909b2-f765-5451-88a3-db5ea93b5651","Imprint","1","0","","RULE OF WOLVES","2021-04-07 22:17:34","1","Amazon","https://www.amazon.com/dp/125014230X?tag=NYTBSREV-20"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Apple Books","https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=RULE+OF+WOLVES&author=Leigh+Bardugo"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Barnes and Noble","https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250142306"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Books-A-Million","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FRULE%252BOF%252BWOLVES%252FLeigh%252BBardugo%252F9781250142306&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DRULE%252BOF%252BWOLVES%252BLeigh%252BBardugo"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bookshop","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781250142306&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DRULE%2BOF%2BWOLVES"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IndieBound","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781250142306%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DRULE%2BOF%2BWOLVES%2BLeigh%2BBardugo%26aff%3DNYT"
"","","","","","","","","","","","","","","","","","https://www.amazon.com/dp/1250766567?tag=NYTBSREV-20","","Angeline Boulley","https://storage.googleapis.com/du-prd/books/images/9781250766564.jpg","332","500","","by Angeline Boulley","","2021-04-07 22:13:21","Daunis investigates a deadly new drug being distributed in her tribal community.","","0.00","1250766567","9781250766564","nyt://book/a7b35502-d3dc-5fbb-8406-dde4f80a3b1a","Holt","2","1","","FIREKEEPER'S DAUGHTER","2021-04-07 22:17:34","3","Amazon","https://www.amazon.com/dp/1250766567?tag=NYTBSREV-20"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Apple Books","https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=FIREKEEPER%27S+DAUGHTER&author=Angeline+Boulley"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Barnes and Noble","https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250766564"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Books-A-Million","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FFIREKEEPER%252527S%252BDAUGHTER%252FAngeline%252BBoulley%252F9781250766564&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DFIREKEEPER%252527S%252BDAUGHTER%252BAngeline%252BBoulley"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bookshop","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781250766564&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DFIREKEEPER%2527S%2BDAUGHTER"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IndieBound","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781250766564%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DFIREKEEPER%2527S%2BDAUGHTER%2BAngeline%2BBoulley%26aff%3DNYT"
"","","","","","","","","","","","","","","","","","https://www.amazon.com/One-Us-Lying-Karen-McManus/dp/1524714682?tag=NYTBSREV-20","","Karen M. McManus","https://storage.googleapis.com/du-prd/books/images/9781524714680.jpg","327","495","","by Karen M. McManus","","2021-04-07 22:13:21","For five students, a detour into detention ends in murder.","","0.00","1524714682","9781524714680","nyt://book/68977997-3f85-5971-aca2-e80f543b2814","Delacorte","3","3","","ONE OF US IS LYING","2021-04-07 22:17:34","166","Amazon","https://www.amazon.com/One-Us-Lying-Karen-McManus/dp/1524714682?tag=NYTBSREV-20"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Apple Books","https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=ONE+OF+US+IS+LYING&author=Karen+M.+McManus"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Barnes and Noble","https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781524714680"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Books-A-Million","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FONE%252BOF%252BUS%252BIS%252BLYING%252FKaren%252BM.%252BMcManus%252F9781524714680&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DONE%252BOF%252BUS%252BIS%252BLYING%252BKaren%252BM.%252BMcManus"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bookshop","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781524714680&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DONE%2BOF%2BUS%2BIS%2BLYING"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IndieBound","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781524714680%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DONE%2BOF%2BUS%2BIS%2BLYING%2BKaren%2BM.%2BMcManus%26aff%3DNYT"
"","","","","","","","","","","","","","","","","","https://www.amazon.com/dp/1481431900?tag=NYTBSREV-20","","Cassandra Clare","https://storage.googleapis.com/du-prd/books/images/9781481431903.jpg","331","500","","by Cassandra Clare","","2021-04-07 22:13:21","The Shadowhunters must catch a killer in Edwardian London.","","0.00","1481431900","9781481431903","nyt://book/54c7814f-5b9d-564e-8126-e60782a7c402","Margaret K. McElderry","4","2","","CHAIN OF IRON","2021-04-07 22:17:34","5","Amazon","https://www.amazon.com/dp/1481431900?tag=NYTBSREV-20"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Apple Books","https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=CHAIN+OF+IRON&author=Cassandra+Clare"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Barnes and Noble","https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781481431903"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Books-A-Million","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FCHAIN%252BOF%252BIRON%252FCassandra%252BClare%252F9781481431903&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DCHAIN%252BOF%252BIRON%252BCassandra%252BClare"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bookshop","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781481431903&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DCHAIN%2BOF%2BIRON"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IndieBound","https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781481431903%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DCHAIN%2BOF%2BIRON%2BCassandra%2BClare%26aff%3DNYT"
