results__bestsellers_date,results__published_date,results__display_name,results__normal_list_ends_at,results__books__rank,results__books__primary_isbn10,results__books__primary_isbn13,results__books__description,results__books__title,results__books__author
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,11,074324754X,9.78074E+12,The author recalls a bizarre childhood during which she was constantly moved from place to place.,THE GLASS CASTLE,Jeannette Walls
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,12,316175862,9.78032E+12,"A memoir from the former ""Saturday Night Live"" star and creator of ""30 Rock.""",BOSSYPANTS,Tina Fey
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,13,1565125908,9.78157E+12,An American chef and her Venetian husband move to a renovated stable in a small Tuscan village; includes recipes.,A THOUSAND DAYS IN TUSCANY,Marlena De Blasi
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,14,1455503231,9.78146E+12,"The wives of the Mercury Seven astronauts, friends for more than 50 years.",THE ASTRONAUT WIVES CLUB,Lily Koppel
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,15,307352153,9.78031E+12,Introverts — one-third of the population — are undervalued in American society.,QUIET,Susan Cain
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,16,805096671,9.78081E+12,The host of “The O’Reilly Factor” recounts the events surrounding the assassination of John F. Kennedy.,KILLING KENNEDY,Bill O'Reilly and Martin Dugard
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,17,62238868,9.78006E+12,"A member of the Navy Seals who has the most career sniper kills in United States military history discusses his childhood, his marriage and his battlefield experiences during the Iraq war.",AMERICAN SNIPER,Chris Kyle with Scott McEwen and Jim DeFelice
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,18,62183672,9.78006E+12,"An account of the troubled young Internet prostitutes whose bodies were found in Suffolk County, Long Island, in 2010; the cases have not been solved. Originally published in 2013.",LOST GIRLS,Robert Kolker
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,19,1594205116,9.78159E+12,An autobiography by the coach who led the Chicago Bulls and the Los Angeles Lakers to multiple N.B.A. championships.,ELEVEN RINGS,Phil Jackson and Hugh Delehanty
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,20,62242717,9.78006E+12,"Kyle, a former member of the Navy SEALs, tells how 10 firearms changed United States history.",AMERICAN GUN,Chris Kyle with William Doyle
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
7/13/2013,7/28/2013,,,,,,,,
6/15/2019,6/30/2019,Combined Print & E-Book Nonfiction,15,1,1476773092,9.78148E+12,The conservative commentator and radio host makes his case that the press is aligned with political ideology.,UNFREEDOM OF THE PRESS,Mark R Levin
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,2,593132955,9.78059E+12,Pulitzer Prize winner Jon Meacham and Grammy Award winner Tim McGraw explore how America was shaped by music.,SONGS OF AMERICA,Jon Meacham and Tim McGraw
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,3,1501168681,9.7815E+12,The Pulitzer Prize-winning historian tells the story of the settling of the Northwest Territory through five main characters.,THE PIONEERS,David McCullough
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,4,399590501,9.7804E+12,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university.",EDUCATED,Tara Westover
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,5,1501194291,9.7815E+12,The radio interviewer delves into some of his favorite on-air conversations from the past four decades of his career.,HOWARD STERN COMES AGAIN,Howard Stern
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,6,1982129735,9.78198E+12,Redacted findings from the special counsel’s investigation into Russian interference in the 2016 presidential election and potential obstruction of justice by the president.,THE MUELLER REPORT,with related materials  The Washington Post
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,7,1524763136,9.78152E+12,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent.",BECOMING,Michelle Obama
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,8,1250253829,9.78125E+12,The author of “Fire and Fury” weaves a story of the second year of the Trump White House.,SIEGE,Michael Wolff
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,9,1538729741,9.78154E+12,"A memoir by the retired four-star Navy admiral, including the capture of Saddam Hussein and the raid to kill Osama bin Laden.",SEA STORIES,William H McRaven
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,10,62916122,9.78006E+12,CNN's chief White House correspondent details his experience covering Donald Trump's presidential campaign and administration.,THE ENEMY OF THE PEOPLE,Jim Acosta
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,11,399588191,9.7804E+12,A memoir about growing up biracial in apartheid South Africa by the host of “The Daily Show.”,BORN A CRIME,Trevor Noah
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,12,1627790438,9.78163E+12,The Pulitzer Prize-winning historian and journalist begins his Revolution Trilogy with events from 1775 to 1777.,THE BRITISH ARE COMING,Rick Atkinson
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,13,62316117,9.78006E+12,How Homo sapiens became Earth’s dominant species.,SAPIENS,Yuval Noah Harari
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,14,1250313570,9.78125E+12,The philanthropist shares stories of empowering women to improve society.,THE MOMENT OF LIFT,Melinda Gates
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,15,525561587,9.78053E+12,"The journalist explores several themes such as race, power, identity and love.",MORE THAN ENOUGH,Elaine Welteroth
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
6/15/2019,6/30/2019,,,,,,,,
2/11/2017,2/26/2017,Combined Print & E-Book Nonfiction,15,1,62363603,9.78006E+12,The story of the black women mathematicians at then-segregated NASA and its precursor. The basis of the movie.,HIDDEN FIGURES,Margot Lee Shetterly
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,2,62300547,9.78006E+12,A Yale Law School graduate looks at the struggles of the white working class through the story of his own childhood in the Rust Belt.,HILLBILLY ELEGY,J.D. Vance
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,3,1627790624,9.78163E+12,The host of “The O’Reilly Factor” recounts the final years of World War II.,KILLING THE RISING SUN,Bill O'Reilly and Martin Dugard
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,4,143034758,9.78014E+12,A biography of the first Treasury secretary. Originally published in 2004 and the basis of the Broadway musical.,ALEXANDER HAMILTON,Ron Chernow
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,5,718079183,9.78072E+12,The couple who star in the HGTV show “Fixer Upper.”,THE MAGNOLIA STORY,Chip Gaines and Joanna Gaines with Mark Dagostino
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,6,1630060879,9.78163E+12,A battle plan for the Trump White House.,BIG AGENDA,David Horowitz
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,7,62569031,9.78006E+12,Eisenhower’s farewell address and his role in the Kennedy transition.,THREE DAYS IN JANUARY,Bret Baier with Catherine Whitney
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,8,307889165,9.78031E+12,Defining a human universe in which each of us is a co-creator of reality.,YOU ARE THE UNIVERSE,Deepak Chopra and Menas Kafatos
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,9,399185046,9.7804E+12,A discussion between two spiritual leaders about how to find joy in the face of suffering.,THE BOOK OF JOY,the Dalai Lama and Desmond Tutu with Douglas Abrams
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,10,039333306X,9.78039E+12,How a Warsaw couple sheltered Jews and members of the Resistance during World War II. Originally published in 2007.,THE ZOOKEEPER’S WIFE,Diane Ackerman
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,11,812995805,9.78081E+12,"The career of the hedge-fund manager Steven A. Cohen, whose firm was the target of a seven-year investigation that resulted in a plea of guilty to insider trading, although he himself was not charged.",BLACK EDGE,Sheelah Kolhatkar
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,12,393254593,9.78039E+12,How the psychologists Daniel Kahneman and Amos Tversky upended assumptions about the decision-making process and invented the field of behavioral economics.,THE UNDOING PROJECT,Michael Lewis
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,13,1455540005,9.78146E+12,A frightening search for a lost civilization in the Honduran rain forest.,THE LOST CITY OF THE MONKEY GOD,Douglas Preston
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,14,081298840X,9.78081E+12,A memoir by a physician who received a diagnosis of Stage IV lung cancer at the age of 36.,WHEN BREATH BECOMES AIR,Paul Kalanithi
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,15,1250135990,9.78125E+12,A frank and searing discussion of race.,TEARS WE CANNOT STOP,Michael Eric Dyson
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
2/11/2017,2/26/2017,,,,,,,,
7/11/2020,7/26/2020,Combined Print & E-Book Nonfiction,15,1,1982148039,9.78198E+12,The former national security advisor gives his account of the 17 months he spent working for President Trump.,THE ROOM WHERE IT HAPPENED,John Bolton
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,2,525509283,9.78053E+12,A primer for creating a more just and equitable society through identifying and opposing racism.,HOW TO BE AN ANTIRACIST,Ibram X. Kendi
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,3,807047414,9.78081E+12,Historical and cultural analyses on what causes defensive moves by white people and how this inhibits cross-racial dialogue.,WHITE FRAGILITY,Robin DiAngelo
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,4,143034758,9.78014E+12,A biography of the first Treasury secretary. The basis of the Tony Award-winning Broadway musical.,ALEXANDER HAMILTON,Ron Chernow
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,5,1728209803,9.78173E+12,Ways to understand and possibly counteract white privilege.,ME AND WHITE SUPREMACY,Layla F Saad
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,6,1984801252,9.78198E+12,The activist and public speaker describes her journey of listening to her inner voice.,UNTAMED,Glennon Doyle
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,7,1580058825,9.78158E+12,A look at the contemporary racial landscape of the United States.,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,8,1631494538,9.78163E+12,An examination of the ways in which the government caused residential segregation through racial zoning and other systemic practices.,THE COLOR OF LAW,Richard Rothstein
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,9,1568585985,9.78157E+12,Winner of the 2016 National Book Award for nonfiction. A look at anti-Black racist ideas and their effect on the course of American history.,STAMPED FROM THE BEGINNING,Ibram X Kendi
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,10,62992198,9.78006E+12,The NBC News correspondent examines the Trump administration’s systematic separation of migrant families at the U.S.-Mexico border and the living conditions of the children in custody.,SEPARATED,Jacob Soboroff
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,11,525575324,9.78053E+12,An appraisal of the life and work of James Baldwin and their meaning in relation to the Black Lives Matter movement and the Trump presidency.,BEGIN AGAIN,Eddie S Glaude Jr
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,12,812993543,9.78081E+12,"Winner of the 2015 National Book Award for nonfiction. A meditation on race in America as well as a personal story, framed as a letter to the author's teenage son.",BETWEEN THE WORLD AND ME,Ta-Nehisi Coates
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,13,081298496X,9.78081E+12,A law professor and MacArthur grant recipient’s memoir of his decades of work to free innocent people condemned to death.,JUST MERCY,Bryan Stevenson
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,14,385348711,9.78039E+12,An examination of the leadership of the prime minister Winston Churchill.,THE SPLENDID AND THE VILE,Erik Larson
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,15,1524763136,9.78152E+12,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent.",BECOMING,Michelle Obama
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
7/11/2020,7/26/2020,,,,,,,,
12/3/2011,12/18/2011,Combined Print & E-Book Nonfiction,15,1,1451648537,9.78145E+12,"A biography of the recently deceased entrepreneur, based on 40 interviews with Jobs conducted over two years.",STEVE JOBS,Walter Isaacson
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,2,805093079,9.78081E+12,The anchor of “The O’Reilly Factor” recounts the assassination of Abraham Lincoln.,KILLING LINCOLN,Bill O'Reilly and Martin Dugard
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,3,849946158,9.78085E+12,A father recounts his 3-year-old son’s encounter with Jesus and the angels during an appendectomy.,HEAVEN IS FOR REAL,Todd Burpo with Lynn Vincent
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,4,1451659261,9.78145E+12,How Washington turned himself into the indispensable (if imperfect) man.,BEING GEORGE WASHINGTON,Glenn Beck and Kevin Balfe
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,5,1400064163,9.7814E+12,An Olympic runner’s story of survival as a prisoner of the Japanese in World War II.,UNBROKEN,Laura Hillenbrand
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,6,679456724,9.78068E+12,The author of “Nicholas and Alexandra” provides a sweeping narrative of the life of the minor 18th-century German princess who became Empress of All the Russias.,CATHERINE THE GREAT,Robert K Massie
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,7,374275637,9.78037E+12,The winner of the Nobel in economic science discusses how we make choices in business and personal life and when we can and cannot trust our intuitions.,"THINKING, FAST AND SLOW",Daniel Kahneman
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,8,1451635087,9.78145E+12,An admiring portrait of the 35th president.,JACK KENNEDY,Chris Matthews
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,9,1451641087,9.78145E+12,True-crime stories of people in danger.,DON'T LOOK BEHIND YOU,Ann Rule
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,10,393081818,9.78039E+12,A look at some of the places hardest hit by the financial collapse of 2008 and at how it happened.,BOOMERANG,Michael Lewis
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,11,307959759,9.78031E+12,The former president argues that cooperation between the private sector and government is necessary to restore prosperity.,BACK TO WORK,Bill Clinton
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
12/3/2011,12/18/2011,,,,,,,,
