results__bestsellers_date,results__published_date,results__display_name,results__normal_list_ends_at,results__books__rank,results__books__primary_isbn10,results__books__primary_isbn13,results__books__description,results__books__title,results__books__author
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,13,1476728747,9.78148E+12,The story of the bicycle mechanics from Ohio who ushered in the age of flight.,THE WRIGHT BROTHERS,David McCullough
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,14,812998391,9.78081E+12,"A medium describes the development of her gift, offers accounts of people's reunions with departed loved ones and presents lessons for living.",THE LIGHT BETWEEN US,Laura Lynne Jackson
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,15,316322423,9.78032E+12,The experience of the Pakistani girl who advocated for women’s education and was shot by the Taliban.,I AM MALALA,Malala Yousafzai with Christina Lamb
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,16,055341996X,9.78055E+12,"The journalist describes how a cyberattack on the nation’s power grids could paralyze our infrastructure, warns that government has not planned for the possibility, and visits “preppers” who are taking their own precautions.",LIGHTS OUT,Ted Koppel
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,17,1101983795,9.7811E+12,"The actress's memoir takes the form of personal essays about her past, including her difficult upbringing and her experience in working with Steven Spielberg on ""E.T.,"" the role that turned her into a child star.",WILDFLOWER,Drew Barrymore
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,18,1501137964,9.7815E+12,The real estate developer and candidate for the Republican presidential nomination shares his ideas for making America great again.,CRIPPLED AMERICA,Donald J Trump
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,19,143126814,9.78014E+12,"The sinking of the New England whaleship Essex in 1820, by a sperm whale. The basis of the movie.",IN THE HEART OF THE SEA,Nathaniel Philbrick
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,20,006226835X,9.78006E+12,"A humorous miscellany from the comedian and actress, the “S.N.L.” and “Parks and Recreation” alumna. Originally published in 2014.",YES PLEASE,Amy Poehler
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,,,,,,
11/28/2015,12/13/2015,,,,,,,,
4/15/2017,4/30/2017,Combined Print & E-Book Nonfiction,15,1,1250135796,9.78125E+12,"A defense of “old school” traditional values versus “snowflakes.""",OLD SCHOOL,Bill O'Reilly and Bruce Feirstein
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,2,393354253,9.78039E+12,"How a Warsaw couple sheltered Jews and members of the Resistance during World War II. Originally published in 2007; now the basis of a movie,",THE ZOOKEEPER’S WIFE,Diane Ackerman
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,3,62300547,9.78006E+12,A Yale Law School graduate looks at the struggles of the white working class through the story of his own childhood.,HILLBILLY ELEGY,J.D. Vance
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,4,62363603,9.78006E+12,The story of the black women mathematicians at then-segregated NASA and its precursor. The basis of the movie.,HIDDEN FIGURES,Margot Lee Shetterly
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,5,162157637X,9.78162E+12,The four Gospel stories are combined into a unified account.,THE TRUE JESUS,David Limbaugh
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,6,1627790624,9.78163E+12,The host of “The O’Reilly Factor” recounts the final years of World War II.,KILLING THE RISING SUN,Bill O'Reilly and Martin Dugard
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,7,081298840X,9.78081E+12,A memoir by a physician who received a diagnosis of Stage IV lung cancer at the age of 36.,WHEN BREATH BECOMES AIR,Paul Kalanithi
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,8,1594206759,9.78159E+12,How health care became a highly profitable business.,AN AMERICAN SICKNESS,Elisabeth Rosenthal
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,9,735213585,9.78074E+12,The importance of mercy in our lives.,HALLELUJAH ANYWAY,Anne Lamott
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,10,1400067901,9.7814E+12,"A life of the heir to the British throne, by the author of biographies of Queen Elizabeth II and Diana, Princess of Wales.",PRINCE CHARLES,Sally Bedell Smith
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,11,316468975,9.78032E+12,A reminiscence by Prince’s first wife.,THE MOST BEAUTIFUL,Mayte Garcia
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,12,1478971681,9.78148E+12,LeBron James’s return to the Cleveland Cavaliers and the effort to build a championship team.,RETURN OF THE KING,Brian Windhorst and Dave McMenamin
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,13,62377213,9.78006E+12,An examination of the comedian’s life and his cultural impact.,LETTERMAN,Jason Zinoman
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,14,399185046,9.7804E+12,A discussion between two spiritual leaders about how to find joy in the face of suffering.,THE BOOK OF JOY,the Dalai Lama and Desmond Tutu with Douglas Abrams
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,15,804190119,9.7808E+12,Twenty lessons from the 20th century about the course of tyranny.,ON TYRANNY,Timothy Snyder
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
4/15/2017,4/30/2017,,,,,,,,
2/15/2020,3/1/2020,Combined Print & E-Book Nonfiction,15,1,62899961,9.78006E+12,"The singer, actress and fashion designer discloses times of success, trauma and addiction.",OPEN BOOK,Jessica Simpson with Kevin Carr O’Leary
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,2,1984877496,9.78198E+12,The Pulitzer Prize-winning journalists use firsthand accounts to chart patterns of behavior within the Trump administration.,A VERY STABLE GENIUS,Philip Rucker and Carol Leonnig
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,3,006289790X,9.78006E+12,The author of “Clinton Cash” gives his evaluations of members of the Democratic Party.,PROFILES IN CORRUPTION,Peter Schweizer
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,4,399590501,9.7804E+12,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university.",EDUCATED,Tara Westover
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,5,804190119,9.7808E+12,Twenty lessons from the 20th century about the course of tyranny.,ON TYRANNY,Timothy Snyder
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,6,1524763136,9.78152E+12,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent.",BECOMING,Michelle Obama
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,7,081298496X,9.78081E+12,A law professor and MacArthur grant recipient’s memoir of his decades of work to free innocent people condemned to death.,JUST MERCY,Bryan Stevenson
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,8,316478520,9.78032E+12,Famous examples of miscommunication serve as the backdrop to explain potential conflicts and misunderstandings.,TALKING TO STRANGERS,Malcolm Gladwell
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,9,147670032X,9.78148E+12,The editor at large and co-founder of Vox offers his take on what causes divisions in America.,WHY WE'RE POLARIZED,Ezra Klein
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,10,374201234,9.78037E+12,Various skills and techniques used on the court by the Los Angeles Lakers player.,THE MAMBA MENTALITY,Kobe Bryant
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,11,62316117,9.78006E+12,How Homo sapiens became Earth’s dominant species.,SAPIENS,Yuval Noah Harari
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,12,1328662055,9.78133E+12,A psychotherapist gains unexpected insights when she becomes another therapist’s patient.,MAYBE YOU SHOULD TALK TO SOMEONE,Lori Gottlieb
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,13,143127748,9.78014E+12,"How trauma affects the body and mind, and innovative treatments for recovery.",THE BODY KEEPS THE SCORE,Bessel van der Kolk
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,14,807047414,9.78081E+12,Historical and cultural analyses on what causes defensive moves by white people and how this inhibits cross-racial dialogue.,WHITE FRAGILITY,Robin DiAngelo
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,15,1524761400,9.78152E+12,"The son of conservative Christians cycles from Oregon to Patagonia, reconciling his sexuality with his upbringing.",TO SHAKE THE SLEEPING SELF,Jedidiah Jenkins
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
2/15/2020,3/1/2020,,,,,,,,
5/11/2013,5/26/2013,Combined Print & E-Book Nonfiction,15,1,1476726094,9.78148E+12,"The Duck Commander pays tribute to “faith, family and ducks.”","HAPPY, HAPPY, HAPPY",Phil Robertson with Mark Schlabach
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,2,316154695,9.78032E+12,Essays from the humorist on subjects like French dentistry and a North Carolina Costco.,LET'S EXPLORE DIABETES WITH OWLS,David Sedaris
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,3,385349947,9.78039E+12,The chief operating officer of Facebook urges women to pursue their careers without ambivalence.,LEAN IN,Sheryl Sandberg with Nell Scovell
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,4,1476739870,9.78148E+12,An argument against gun restriction laws.,CONTROL,Glenn Beck and others
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,5,1451695195,9.78145E+12,A neurosurgeon recounts his near death experience during a coma from bacterial meningitis.,PROOF OF HEAVEN,Eben Alexander
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,6,,9.78006E+12,"Knox, who was convicted of the murder of her roommate in 2009 when she was an American student in Italy, a conviction that was overturned in 2011, tells her story.",WAITING TO BE HEARD,Amanda Knox
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,7,1594204217,9.78159E+12,The writer masters recipes and argues that regaining control of cooking will make Americans healthier.,COOKED,Michael Pollan
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,8,038534905X,9.78039E+12,The comedian’s life with five kids in a two-bedroom New York City apartment.,DAD IS FAT,Jim Gaffigan
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,9,1602861765,9.7816E+12,The “Morning Joe” co-host discusses the obesity epidemic and her own struggles around food.,OBSESSED,Mika Brzezinski with Diane Smith
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,10,307476073,9.78031E+12,"A woman’s account of a life-changing 1,100-mile hike along the Pacific Crest Trail during the summer of 1995.",WILD,Cheryl Strayed
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,11,147670354X,9.78148E+12,Behind the scenes at the A&E show “Duck Dynasty.”,DUCK COMMANDERS,Willie and Korie Robertson with Mark Schlabach
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,12,None,9.78145E+12,A woman describes being kidnapped at the age of 11 and held prisoner for 18 years by a convicted rapist and his wife.,A STOLEN LIFE,Jaycee Dugard
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,13,None,9.78145E+12,The experience of a mother whose three daughters were killed when her sister-in-law drove the wrong way down the Taconic Parkway.,I'LL SEE YOU AGAIN,Jackie Hance with Janice Kaplan
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,14,62238868,9.78006E+12,"A member of the Navy SEALs discusses his childhood, his marriage and his battlefield experiences during the Iraq war. Kyle was recently shot to death in Texas.",AMERICAN SNIPER,Chris Kyle with Scott McEwen and Jim DeFelice
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,15,670025445,9.78067E+12,The story of the battle that marked the point of no return for the rebellious American colonists.,BUNKER HILL,Nathaniel Philbrick
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,16,038534662X,9.78039E+12,"A highlight reel of previous writings, updated, from the host of The OReilly Factor.",KEEP IT PITHY,Bill O'Reilly
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,17,1400066115,9.7814E+12,"The developing reconciliation between the poet and her mother, who sent her to live with her grandmother at age 3.",MOM & ME & MOM,Maya Angelou
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,18,805096671,9.78081E+12,The host of “The O’Reilly Factor” recounts the events surrounding the assassination of John F. Kennedy.,KILLING KENNEDY,Bill O'Reilly and Martin Dugard
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,19,307352153,9.78031E+12,Introverts — approximately one-third of the population — are undervalued in American society.,QUIET,Susan Cain
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,20,307594882,9.78031E+12,"The Supreme Court justice recalls growing up in the Bronx, attending Princeton and becoming a federal judge.",MY BELOVED WORLD,Sonia Sotomayor
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
5/11/2013,5/26/2013,,,,,,,,
10/5/2013,10/20/2013,Combined Print & E-Book Nonfiction,15,1,805098542,9.78081E+12,"Jesus’ life and times, and the events leading up to his execution.",KILLING JESUS,Bill O'Reilly and Martin Dugard
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,2,316204366,9.78032E+12,How disadvantages can work in our favor; from the author of “The Tipping Point” and “Outliers.” ,DAVID AND GOLIATH,Malcolm Gladwell
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,3,None,9.78081E+12,A 13-year-old boy with autism answers questions.,THE REASON I JUMP,Naoki Higashida
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,4,767919408,9.78077E+12,"The author of “A Short History of Nearly Everything” describes the events of the summer of 1927: Charles Lindbergh’s trans-Atlantic flight, Babe Ruth’s 60 homers, the great Mississippi flood.",ONE SUMMER,Bill Bryson
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,5,1476745374,9.78148E+12,"Tales from Phil’s youngest brother, retired from the Army, who works in the Duck Commander workshop.",SI-COLOGY 1,Si Robertson with Mark Schlabach
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,6,385530269,9.78039E+12,"A memoir by a Brooklyn woman whose relationship with a drug runner gets her sentenced to a year in prison. The basis for the Netflix series, originally published in 2010.",ORANGE IS THE NEW BLACK,Piper Kerman
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,7,140006922X,9.7814E+12,A biography of Jesus of Nazareth presents him in the context of his times as the leader of a revolutionary movement.,ZEALOT,Reza Aslan
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,8,385349947,9.78039E+12,The chief operating officer of Facebook urges women to pursue their careers without ambivalence.,LEAN IN,Sheryl Sandberg with Nell Scovell
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,9,805098208,9.78081E+12,The 65-year-old comedian’s reminiscences and his complaints about aging.,STILL FOOLIN' 'EM,Billy Crystal
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,,,,,,
10/5/2013,10/20/2013,,,,,,,,
