results__list_name,results__bestsellers_date,results__published_date,results__books__rank,results__books__primary_isbn10,results__books__primary_isbn13,results__books__description,results__books__title,results__books__author
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,4,984504176,9.78E+12,"The writer’s autobiography, the source of her Little House on the Prairie books, completed in 1930 and never published, is annotated by a biographer.",PIONEER GIRL,Laura Ingalls Wilder
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,5,147673075X,9.78E+12,"The Oscar-winning producer describes the importance of curiosity in his life, and how others can harness its power.",A CURIOUS MIND,Brian Grazer and Charles Fishman
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,6,393240185,9.78E+12,"A memoir of a career in the New Yorker's storied copy department, along with grammar advice.",BETWEEN YOU & ME,Mary Norris
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,7,143127667,9.78E+12,"The author’s experience as Harper Lee’s neighbor in small-town Monroeville, Ala.",THE MOCKINGBIRD NEXT DOOR,Marja Mills
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,8,62316095,9.78E+12,How Homo sapiens became Earth’s dominant species.,SAPIENS,Yuval Noah Harari
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,9,62282719,9.78E+12,"A collection of essays on race, gender, politics and ""Sweet Valley High.""",BAD FEMINIST,Roxane Gay
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,10,1555977073,9.78E+12,"A memoir that explores the limits and possibilities of love and art, gender and identity, language and individual freedom in society, marriage and family-making.",THE ARGONAUTS,Maggie Nelson
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,11,761169253,9.78E+12,Presenting 10 principles to help readers discover their artistic side.,STEAL LIKE AN ARTIST,Austin Kleon
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,12,1101873124,9.78E+12,"Gustav Klimt's 1907 portrait of Viennese socialite Adele Bloch-Bauer, its theft by Nazis during World War II and its subsequent lengthy disputed ownership.",THE LADY IN GOLD,Anne-Marie O'Connor
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,13,1439156816,9.78E+12,A memoir that is a master class on the writer's craft.,ON WRITING,Stephen King
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,14,194045025X,9.78E+12,,WHITE GIRLS,Hilton Als
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,15,307592227,9.78E+12,How a baffling and salacious murder case in 1897 New York City launched the tabloid media war of moguls Pulitzer and Hearst.,THE MURDER OF THE CENTURY,Paul Collins
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Culture,6/27/2015,7/12/2015,,,,,,
Science,12/27/2014,1/11/2015,1,544272994,9.78E+12,,WHAT IF?,Randall Munroe
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,2,805095152,9.78E+12,,BEING MORTAL,Atul Gawande
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,3,147670869X,9.78E+12,,THE INNOVATORS,Walter Isaacson
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,4,385535376,9.78E+12,,IN THE KINGDOM OF ICE,Hampton Sides
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,5,553380168,9.78E+12,,A BRIEF HISTORY OF TIME,Stephen Hawking
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,6,307352153,9.78E+12,,QUIET,Susan Cain
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,7,374533555,9.78E+12,,"THINKING, FAST AND SLOW",Daniel Kahneman
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,8,081298160X,9.78E+12,,THE POWER OF HABIT,Charles Duhigg
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,9,1594632960,9.78E+12,,HOW WE GOT TO NOW,Steven Johnson
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,10,1250007135,9.78E+12,,UNDENIABLE,Bill Nye
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,11,316379646,9.78E+12,,YOU ARE HERE,Chris Hadfield
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,12,393351378,9.78E+12,,THE SCIENCE OF INTERSTELLAR,Kip Thorne
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,13,1451697384,9.78E+12,,THIS CHANGES EVERYTHING,Naomi Klein
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,14,069116472X,9.78E+12,,ALAN TURING: THE ENIGMA,Andrew Hodges
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,15,316204366,9.78E+12,,DAVID AND GOLIATH,Malcolm Gladwell
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,16,825307449,9.78E+12,,ONE NATION UNDER TAUGHT,Vince M Bertram
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,17,544236041,9.78E+12,,STUFF MATTERS,Mark Miodownik
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,18,670025852,9.78E+12,,THE SENSE OF STYLE,Steven Pinker
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,19,805092994,9.78E+12,,THE SIXTH EXTINCTION,Elizabeth Kolbert
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,20,1400052181,9.78E+12,,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,12/27/2014,1/11/2015,,,,,,
Science,8/29/2015,9/13/2015,1,1476728747,9.78E+12,,THE WRIGHT BROTHERS,David McCullough
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,2,805095152,9.78E+12,,BEING MORTAL,Atul Gawande
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,3,307352153,9.78E+12,,QUIET,Susan Cain
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,4,374533555,9.78E+12,,"THINKING, FAST AND SLOW",Daniel Kahneman
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,5,1400052181,9.78E+12,,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,6,62301233,9.78E+12,,ELON MUSK,Ashlee Vance
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,7,316204374,9.78E+12,,DAVID AND GOLIATH,Malcolm Gladwell
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,8,307407675,9.78E+12,,MY LOBOTOMY,Howard Dully and Charles Fleming
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,9,385537301,9.78E+12,,VOICES IN THE OCEAN,Susan Casey
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,10,374533407,9.78E+12,,THE SPIRIT CATCHES YOU AND YOU FALL DOWN,Anne Fadiman
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,11,1250062187,9.78E+12,,THE SIXTH EXTINCTION,Elizabeth Kolbert
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,12,544272994,9.78E+12,,WHAT IF?,Randall Munroe
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,13,081298160X,9.78E+12,,THE POWER OF HABIT,Charles Duhigg
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,14,158333467X,9.78E+12,,NEUROTRIBES,Steve Silberman
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,15,143127535,9.78E+12,,HOW NOT TO BE WRONG,Jordan Ellenberg
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,16,1451697392,9.78E+12,,THIS CHANGES EVERYTHING,Naomi Klein
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,17,553380168,9.78E+12,,A BRIEF HISTORY OF TIME,Stephen Hawking
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,18,805098887,9.78E+12,,BEYOND WORDS,Carl Safina
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,19,307986810,9.78E+12,,LIFE ON THE EDGE,Johnjoe McFadden and Jim Al-Khalili
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,20,1451690134,9.78E+12,,THE MAGIC OF REALITY,Richard Dawkins
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,8/29/2015,9/13/2015,,,,,,
Science,11/28/2015,12/13/2015,1,544668251,9.78E+12,,THING EXPLAINER,Randall Munroe
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,2,805095152,9.78E+12,,BEING MORTAL,Atul Gawande
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,3,1476728747,9.78E+12,,THE WRIGHT BROTHERS,David McCullough
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,4,1250007143,9.78E+12,,UNSTOPPABLE,Bill Nye
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,5,307352153,9.78E+12,,QUIET,Susan Cain
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,6,544272994,9.78E+12,,WHAT IF?,Randall Munroe
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,7,374533555,9.78E+12,,"THINKING, FAST AND SLOW",Daniel Kahneman
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,8,081298160X,9.78E+12,,THE POWER OF HABIT,Charles Duhigg
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,9,1579656234,9.78E+12,,DO UNTO ANIMALS,Tracey Stewart
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,10,62301233,9.78E+12,,ELON MUSK,Ashlee Vance
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,11,1631490877,9.78E+12,,INTERNAL MEDICINE,Terrence Holt
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,12,62328476,9.78E+12,,DARK MATTER AND THE DINOSAURS,Lisa Randall
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,13,1588369544,9.78E+12,,THROUGH A DOG'S EYES,Jennifer Arnold
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,14,143127748,9.78E+12,,THE BODY KEEPS THE SCORE,Bessel van der Kolk
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,15,316204374,9.78E+12,,DAVID AND GOLIATH,Malcolm Gladwell
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,16,1250062187,9.78E+12,,THE SIXTH EXTINCTION,Elizabeth Kolbert
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,17,62296000,9.78E+12,,THE EVOLUTION OF EVERYTHING,Matt Ridley
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,18,1451667329,9.78E+12,,WHAT THE DOG KNOWS,Cat Warren
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,19,374224404,9.78E+12,,THE HORSE,Wendy Williams
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,20,1250074223,9.78E+12,,UNDENIABLE,Bill Nye
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,11/28/2015,12/13/2015,,,,,,
Science,7/25/2015,8/9/2015,1,1476728747,9.78E+12,,THE WRIGHT BROTHERS,David McCullough
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,2,805095152,9.78E+12,,BEING MORTAL,Atul Gawande
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,3,62301233,9.78E+12,,ELON MUSK,Ashlee Vance
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,4,1400052181,9.78E+12,,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,5,374533555,9.78E+12,,"THINKING, FAST AND SLOW",Daniel Kahneman
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
